Mesg Desc.: Model: 4 (JKE), Power: On, Mode: 4 (Heat), Temp: 24C, Fan: 7 (Auto), Swing(V): 15 (Auto), Quiet: Off, Powerful: Off, Clock: 00:00, On Timer: Off, Off Timer: 00:00
Mesg Desc.: Model: 4 (JKE), Power: On, Mode: 4 (Heat), Temp: 24C, Fan: 7 (Auto), Swing(V): 15 (Auto), Quiet: Off, Powerful: Off, Clock: 00:00, On Timer: Off, Off Timer: 02:00

